patent_code,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
BR-102020007026-A2,NUCLEAR FUSION DEVICE BY MAGNETIC FIELD-ASSISTED INERCIAL ELECTROSTATIC CONTAINMENT ,Comissão Nacional De Energia Nuclear,"Eduardo Lobolustosa Cabral, Gaianê Sabundjian, José Rodrigues De Lima, Seung Min Lee, Leonid Ruchko, Maria Alice Morato Ribeiro, Altair Antonio Faloppa, Gerson Fainer, Fernando De Castro Junqueira, Samuel Carraccioli Santos",,2020-04-08,2021-10-13,,https://patents.google.com/patent/BR102020007026A2/en,https://patentimages.storage.googleapis.com/39/fd/a6/cd9f6638007446/img0001.png
CN-111562716-A,Multichannel KB microscope structure with quasi-coaxial observation function ,同济大学,"朱京涛, 张嘉怡",2020-04-15,2020-04-15,2020-08-21,,https://patents.google.com/patent/CN111562716A/en,https://patentimages.storage.googleapis.com/2c/91/ab/096b3af64476ab/HDA0002451795850000011.png
CN-111562716-B,Multichannel KB microscope structure with accurate coaxial observation function ,同济大学,"朱京涛, 张嘉怡",2020-04-15,2020-04-15,2022-06-28,2022-06-28,https://patents.google.com/patent/CN111562716B/en,https://patentimages.storage.googleapis.com/d3/bc/44/3596ffb4459261/HDA0002451795850000011.png
CN-113539524-A,Apparatus and method for maintaining high performance plasma ,新奥科技发展有限公司,彭元凯,2020-04-15,2020-04-15,2021-10-22,,https://patents.google.com/patent/CN113539524A/en,https://patentimages.storage.googleapis.com/0e/19/76/d8f3785d116ebd/HDA0002452000680000011.png
CN-113539524-B,Apparatus and method for maintaining high performance plasma ,新奥科技发展有限公司,彭元凯,2020-04-15,2020-04-15,2023-05-02,2023-05-02,https://patents.google.com/patent/CN113539524B/en,https://patentimages.storage.googleapis.com/04/cc/c9/77b67aa2c816bb/HDA0002452000680000011.png
WO-2021208117-A1,Device and method for maintaining high-performance plasma ,新奥科技发展有限公司,彭元凯,2020-04-15,2020-04-21,2021-10-21,,https://patents.google.com/patent/WO2021208117A1/en,https://patentimages.storage.googleapis.com/d1/8a/44/eb4648c5d51e96/PCTCN2020085806-appb-300001.png
CN-111477352-B,U-shaped device for adjacent cooling channel of first wall of divertor of fusion device and assembly method thereof ,中国科学院合肥物质科学研究院,"卯鑫, 彭学兵, 刘鹏, 钱新元, 胡宇锋",2020-04-22,2020-04-22,2023-03-10,2023-03-10,https://patents.google.com/patent/CN111477352B/en,https://patentimages.storage.googleapis.com/a1/0d/37/df835345b3452a/HDA0002460915700000011.png
CN-111477352-A,U-shaped device for adjacent cooling channel of first wall of divertor of fusion device and assembly method thereof ,中国科学院合肥物质科学研究院,"卯鑫, 彭学兵, 刘鹏, 钱新元, 胡宇锋",2020-04-22,2020-04-22,2020-07-31,,https://patents.google.com/patent/CN111477352A/en,https://patentimages.storage.googleapis.com/9c/87/b8/4cec258a112ee6/HDA0002460915700000011.png
CZ-2020237-A3,Method of measuring the width and profile of a high-power continuous electron beam ,Centrum Výzkumu Řež S.R.O.,"Richard Jílek, Richard Ing. Jílek, Jan Prokůpek, Prokůpek Jan Ing. Bc., Ph.D., Josef Sklenka, Sklenka Josef Ing., Ph.D., Tomáš Kubásek, Tomáš Ing. Kubásek",2020-04-24,2020-04-24,2021-11-03,,https://patents.google.com/patent/CZ2020237A3/en,
CZ-2020238-A3,Method of setting the homogeneity of heat flux application on a high heat flux testing device using an electron gun ,Centrum Výzkumu Řež S.R.O.,"Jan ProkĹŻpek, Prokůpek Jan Ing. Bc., Ph.D., Richard JĂ­lek, Richard Ing. Jílek, Josef Sklenka, Sklenka Josef Ing., Ph.D., Mark Murtazin, Mark Bc. Murtazin",2020-04-24,2020-04-24,2021-11-03,,https://patents.google.com/patent/CZ2020238A3/en,
GB-202006576-D0,High temperature superconductor field coil ,Tokamak Energy Ltd,,2020-05-04,2020-05-04,2020-06-17,,https://patents.google.com/patent/GB202006576D0/en,
US-2021358644-A1,Semiconductor ICF Target Processing ,Innoven Energy Llc,Tyler A. Lowrey,2020-05-12,2020-05-12,2021-11-18,,https://patents.google.com/patent/US20210358644A1/en,https://patentimages.storage.googleapis.com/77/70/33/1763767c55c32f/US20210358644A1-20211118-D00000.png
CN-111540480-A,Extremely fast electronic measurement probe system suitable for magnetic confinement plasma ,中国科学院合肥物质科学研究院,"刘少承, 梁云峰, 阮超波, 颜宁, 许吉禅, 张华祥, 廖亮, 徐国盛, 王亮, 高翔",2020-05-12,2020-05-12,2020-08-14,,https://patents.google.com/patent/CN111540480A/en,https://patentimages.storage.googleapis.com/5c/05/8b/d1898b0b566d8c/HDA0002487349960000011.png
CN-111540480-B,Extremely fast electronic measurement probe system suitable for magnetic confinement plasma ,中国科学院合肥物质科学研究院,"刘少承, 梁云峰, 阮超波, 颜宁, 许吉禅, 张华祥, 廖亮, 徐国盛, 王亮, 高翔",2020-05-12,2020-05-12,2023-02-03,2023-02-03,https://patents.google.com/patent/CN111540480B/en,https://patentimages.storage.googleapis.com/98/44/a9/3819cdb6532677/HDA0002487349960000011.png
US-11443937-B2,Semiconductor ICF target processing ,Innoven Energy Llc,Tyler A. Lowrey,2020-05-12,2020-05-12,2022-09-13,2022-09-13,https://patents.google.com/patent/US11443937B2/en,https://patentimages.storage.googleapis.com/36/40/38/c009a9660d03b1/US11443937-20220913-D00000.png
GB-202007245-D0,Central column of a toroidal field coil ,Tokamak Energy Ltd,,2020-05-15,2020-05-15,2020-07-01,,https://patents.google.com/patent/GB202007245D0/en,
CN-111649668-B,"Diagnostic equipment position matching method and device, laser tracker and diagnostic equipment calibration system ",中国工程物理研究院激光聚变研究中心,"李颖洁, 张兴, 陈黎, 王峰, 杨正华, 杨品, 李晋, 杨志文, 董建军, 胡昕, 刘慎业, 梁志远",2020-06-01,2020-06-01,2022-02-15,2022-02-15,https://patents.google.com/patent/CN111649668B/en,https://patentimages.storage.googleapis.com/52/a7/eb/8a702c262d1837/HDA0002519481600000011.png
CN-111649668-A,"Diagnostic equipment position matching method and device, laser tracker and diagnostic equipment calibration system ",中国工程物理研究院激光聚变研究中心,"李颖洁, 张兴, 陈黎, 王峰, 杨正华, 杨品, 李晋, 杨志文, 董建军, 胡昕, 刘慎业, 梁志远",2020-06-01,2020-06-01,2020-09-11,,https://patents.google.com/patent/CN111649668A/en,https://patentimages.storage.googleapis.com/25/e7/f4/eb91b982caaede/HDA0002519481600000011.png
CN-111916226-B,System and method for simulating tritium circulation of magnetically constrained fusion reactor ,华南理工大学,"曾勤, 王晟, 郑继业",2020-06-05,2020-06-05,2023-07-18,2023-07-18,https://patents.google.com/patent/CN111916226B/en,
CN-111916226-A,System and method for simulating tritium cycle of magnetic confinement fusion reactor ,华南理工大学,"曾勤, 王晟, 郑继业",2020-06-05,2020-06-05,2020-11-10,,https://patents.google.com/patent/CN111916226A/en,https://patentimages.storage.googleapis.com/72/87/16/b0b9983772fea6/HDA0002525576130000011.png
CN-111816331-A,Controllable freezing target of holding power sign supporting mechanism ,哈尔滨工业大学,"刘彦武, 胡天龙, 王轩",2020-06-16,2020-06-16,2020-10-23,,https://patents.google.com/patent/CN111816331A/en,https://patentimages.storage.googleapis.com/ee/c4/62/c6833ce91c67c1/HDA0002542474590000011.png
CN-111816331-B,Controllable freezing target of holding power sign supporting mechanism ,哈尔滨工业大学,"刘彦武, 胡天龙, 王轩",2020-06-16,2020-06-16,2022-06-28,2022-06-28,https://patents.google.com/patent/CN111816331B/en,https://patentimages.storage.googleapis.com/a3/f3/e3/a83e89d688fb10/HDA0002542474590000011.png
CN-111740617-A,Control method for optimal loading time interval of PSM high-voltage power supply module ,中国科学院合肥物质科学研究院,"张健, 郭斐, 王俊傢, 孙浩章, 周宇, 黄懿赟",2020-06-17,2020-06-17,2020-10-02,,https://patents.google.com/patent/CN111740617A/en,https://patentimages.storage.googleapis.com/c0/76/47/d88479b709ecbc/HDA0002543041700000011.png
CN-111740617-B,Control method for optimal loading time interval of PSM high-voltage power supply module ,中国科学院合肥物质科学研究院,"张健, 郭斐, 王俊傢, 孙浩章, 周宇, 黄懿赟",2020-06-17,2020-06-17,2023-12-12,2023-12-12,https://patents.google.com/patent/CN111740617B/en,
FR-3111707-A1,"Potentiometric oxygen probe, for measuring the oxygen concentration of a liquid metal, Application to the measurement of oxygen in the liquid sodium of a nuclear reactor of the RNR-Na type ",Commissariat A L'energie Atomique Et Aux Energies Alternatives,Laurent BRISSONNEAU L,2020-06-17,2020-06-17,2021-12-24,,https://patents.google.com/patent/FR3111707A1/en,
FR-3111707-B1,"Potentiometric oxygen probe, for measuring the oxygen concentration of a liquid metal, Application to the measurement of oxygen in liquid sodium of a nuclear reactor of the RNR-Na type ",Commissariat Energie Atomique,L Laurent Brissonneau,2020-06-17,2020-06-17,2022-10-07,2022-10-07,https://patents.google.com/patent/FR3111707B1/en,
CN-111637859-A,Method for determining laser action effective area of impedance matching target ,中国工程物理研究院激光聚变研究中心,"谢军, 杜凯, 高莎莎, 王红莲, 易泰民, 蒋柏斌, 杨洪, 郑凤成, 何智兵, 张海军, 魏胜, 袁光辉, 童维超, 梁榉曦, 张荩月, 任玮",2020-06-18,2020-06-18,2020-09-08,,https://patents.google.com/patent/CN111637859A/en,https://patentimages.storage.googleapis.com/b0/77/15/68ff749b44530d/HDA0002544506300000011.png
CN-111681782-B,Method for manufacturing impedance matching target ,中国工程物理研究院激光聚变研究中心,"谢军, 杜凯, 高莎莎, 郑凤成, 易泰民, 蒋柏斌, 王红莲, 何智兵, 张海军, 杨洪, 魏胜, 袁光辉, 童维超, 张荩月, 任玮",2020-06-18,2020-06-18,2022-06-07,2022-06-07,https://patents.google.com/patent/CN111681782B/en,https://patentimages.storage.googleapis.com/7e/fd/e8/98895445f523b6/HDA0002544506360000011.png
CN-111637859-B,Method for determining laser action effective area of impedance matching target ,中国工程物理研究院激光聚变研究中心,"谢军, 杜凯, 高莎莎, 王红莲, 易泰民, 蒋柏斌, 杨洪, 郑凤成, 何智兵, 张海军, 魏胜, 袁光辉, 童维超, 梁榉曦, 张荩月, 任玮",2020-06-18,2020-06-18,2022-02-08,2022-02-08,https://patents.google.com/patent/CN111637859B/en,https://patentimages.storage.googleapis.com/40/57/01/c5e7429467895d/HDA0002544506300000011.png
CN-111681782-A,Method for manufacturing impedance matching target ,中国工程物理研究院激光聚变研究中心,"谢军, 杜凯, 高莎莎, 郑凤成, 易泰民, 蒋柏斌, 王红莲, 何智兵, 张海军, 杨洪, 魏胜, 袁光辉, 童维超, 张荩月, 任玮",2020-06-18,2020-06-18,2020-09-18,,https://patents.google.com/patent/CN111681782A/en,https://patentimages.storage.googleapis.com/45/87/c8/5d6e2ceab05da9/HDA0002544506360000011.png
CN-111593317-A,Preparation method of first wall material plated with diamond film on surface ,中国科学院合肥物质科学研究院,"耿传文, 赵鹏, 曾梅花, 张晓东, 胡立群",2020-06-19,2020-06-19,2020-08-28,,https://patents.google.com/patent/CN111593317A/en,https://patentimages.storage.googleapis.com/4f/79/bd/6b0bc5dd28dd28/HDA0002547134110000011.png
WO-2021259446-A1,Ion beam extraction apparatus and method for creating an ion beam ,Max-Planck-Gesellschaft zur Förderung der Wissenschaften e. V.,"Christian Hopf, Bernd Heinemann, Markus FRÖSCHLE, Moritz ECKERSKORN, Niek DEN HARDER",2020-06-22,2020-06-22,2021-12-30,,https://patents.google.com/patent/WO2021259446A1/en,
EP-4169053-A1,Ion beam extraction apparatus and method for creating an ion beam ,Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V.,"Christian Hopf, Bernd Heinemann, Markus FRÖSCHLE, Moritz ECKERSKORN, Niek DEN HARDER",2020-06-22,2020-06-22,2023-04-26,,https://patents.google.com/patent/EP4169053A1/en,
US-2023230793-A1,Ion beam extraction apparatus and method for creating an ion beam ,Max-Planck-Gesellschaft Zur Foerderung Der Wissenschaften E. V.,"Christian Hopf, Bernd Heinemann, Markus FROESCHLE, Moritz ECKERSKORN, Niek DEN HARDER",2020-06-22,2020-06-22,2023-07-20,,https://patents.google.com/patent/US20230230793A1/en,https://patentimages.storage.googleapis.com/25/33/ee/513d791e008f1e/US20230230793A1-20230720-D00000.png
CN-111681783-B,Laser fusion ignition device and fusion ignition method ,"中国科学院物理研究所, 上海交通大学","张�杰, 张喆, 王伟民, 远晓辉, 李玉同",2020-06-23,2020-06-23,2022-07-19,2022-07-19,https://patents.google.com/patent/CN111681783B/en,https://patentimages.storage.googleapis.com/c3/ac/8c/6a5b47209e7ebb/HDA0002553463450000011.png
CN-111710442-A,Ultrahigh vacuum sealing flange structure for non-circular channel of large tokamak vacuum chamber ,核工业西南物理研究院,"侯吉来, 冉红, 宋斌斌, 曹曾, 蔡立君, 黄运聪, 唐乐, 李瑞鋆, 张炜, 蔡潇, 李勇",2020-06-23,2020-06-23,2020-09-25,,https://patents.google.com/patent/CN111710442A/en,https://patentimages.storage.googleapis.com/11/e3/dc/cdd2d160752220/HDA0002551832780000011.png
CN-111681783-A,Laser fusion ignition device and fusion ignition method ,"中国科学院物理研究所, 上海交通大学","张�杰, 张喆, 王伟民, 远晓辉, 李玉同",2020-06-23,2020-06-23,2020-09-18,,https://patents.google.com/patent/CN111681783A/en,https://patentimages.storage.googleapis.com/72/37/48/b82c2ad8d49852/HDA0002553463450000011.png
CN-111768880-A,Fragment protection device for plasma X-ray diagnosis ,同济大学,"穆宝忠, 李文杰, 徐捷, 王新",2020-06-24,2020-06-24,2020-10-13,,https://patents.google.com/patent/CN111768880A/en,https://patentimages.storage.googleapis.com/c3/69/67/dbdc3c625831fb/HDA0002554720190000011.png
CN-111863285-B,Cryogenic target low-temperature adsorption inhibition device ,中国工程物理研究院激光聚变研究中心,"黎军, 雷海乐, 代飞, 王凯, 林伟, 漆小波, 陶朝友, 李喜波, 刘元琼",2020-06-24,2020-06-24,2022-03-25,2022-03-25,https://patents.google.com/patent/CN111863285B/en,https://patentimages.storage.googleapis.com/5e/e3/d3/1af1179ba5b0ff/200623214403.png
CN-111768880-B,A piece protector for plasma X-ray diagnosis ,同济大学,"穆宝忠, 李文杰, 徐捷, 王新",2020-06-24,2020-06-24,2023-08-29,2023-08-29,https://patents.google.com/patent/CN111768880B/en,
CN-111863285-A,Cryogenic target low-temperature adsorption inhibition device ,中国工程物理研究院激光聚变研究中心,"黎军, 雷海乐, 代飞, 王凯, 林伟, 漆小波, 陶朝友, 李喜波, 刘元琼",2020-06-24,2020-06-24,2020-10-30,,https://patents.google.com/patent/CN111863285A/en,https://patentimages.storage.googleapis.com/c9/b2/97/8512324bf1c3bc/200623214403.png
CN-111863284-A,Cryogenic target low-temperature adsorption inhibition opening mechanism ,中国工程物理研究院激光聚变研究中心,"黎军, 雷海乐, 刘喜川, 代飞, 王凯, 林伟, 漆小波, 陶朝友, 李喜波, 刘元琼",2020-06-24,2020-06-24,2020-10-30,,https://patents.google.com/patent/CN111863284A/en,https://patentimages.storage.googleapis.com/d0/05/ed/2212c1f85988bd/200623165953.png
CN-111863284-B,Cryogenic target low-temperature adsorption inhibition opening mechanism ,中国工程物理研究院激光聚变研究中心,"黎军, 雷海乐, 刘喜川, 代飞, 王凯, 林伟, 漆小波, 陶朝友, 李喜波, 刘元琼",2020-06-24,2020-06-24,2022-03-25,2022-03-25,https://patents.google.com/patent/CN111863284B/en,https://patentimages.storage.googleapis.com/df/fa/f9/eef7eb8328034d/200623165953.png
CN-113851230-A,Fusion ultrasonic molecular beam charging strong beam current bunching device ,核工业西南物理研究院,"肖国梁, 殷娇, 陈程远, 钟武律, 冯北滨, 段旭如",2020-06-28,2020-06-28,2021-12-28,,https://patents.google.com/patent/CN113851230A/en,https://patentimages.storage.googleapis.com/ea/ab/8d/512e5127da586f/HDA0002557179560000011.png
